"Sample","Patient","Cohort","ReadType","Read1","Read2"
"1001200624_G10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G10__N568Barcode_706-513_S82_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G10__N568Barcode_706-513_S82_R2_001.fastq.gz"
"1001200624_G11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G11__N568Barcode_706-503_S83_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G11__N568Barcode_706-503_S83_R2_001.fastq.gz"
"1001200624_G12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G12__N568Barcode_706-515_S84_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G12__N568Barcode_706-515_S84_R2_001.fastq.gz"
"1001200624_H1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H1__N568Barcode_706-505_S85_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H1__N568Barcode_706-505_S85_R2_001.fastq.gz"
"1001200624_H2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H2__N568Barcode_706-516_S86_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H2__N568Barcode_706-516_S86_R2_001.fastq.gz"
"1001200624_H3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H3__N568Barcode_706-506_S87_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H3__N568Barcode_706-506_S87_R2_001.fastq.gz"
"1001200624_H4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H4__N568Barcode_706-517_S88_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H4__N568Barcode_706-517_S88_R2_001.fastq.gz"
"1001200624_H5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H5__N568Barcode_706-507_S89_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H5__N568Barcode_706-507_S89_R2_001.fastq.gz"
"1001200624_H6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H6__N568Barcode_706-518_S90_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H6__N568Barcode_706-518_S90_R2_001.fastq.gz"
"1001200624_H7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H7__N568Barcode_706-508_S91_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H7__N568Barcode_706-508_S91_R2_001.fastq.gz"
"1001200624_H8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H8__N568Barcode_706-520_S92_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H8__N568Barcode_706-520_S92_R2_001.fastq.gz"
"1001200624_H9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H9__N568Barcode_706-510_S93_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H9__N568Barcode_706-510_S93_R2_001.fastq.gz"
"1001200624_H10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H10__N568Barcode_706-521_S94_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H10__N568Barcode_706-521_S94_R2_001.fastq.gz"
"1001200624_H11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H11__N568Barcode_706-511_S95_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H11__N568Barcode_706-511_S95_R2_001.fastq.gz"
"1001200624_H12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H12__N568Barcode_706-522_S96_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_H12__N568Barcode_706-522_S96_R2_001.fastq.gz"
"1001200625_A1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A1__N568Barcode_707-502_S97_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A1__N568Barcode_707-502_S97_R2_001.fastq.gz"
"1001200625_A2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A2__N568Barcode_707-513_S98_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A2__N568Barcode_707-513_S98_R2_001.fastq.gz"
"1001200625_A3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A3__N568Barcode_707-503_S99_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A3__N568Barcode_707-503_S99_R2_001.fastq.gz"
"1001200625_A4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A4__N568Barcode_707-515_S100_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A4__N568Barcode_707-515_S100_R2_001.fastq.gz"
"1001200625_A5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A5__N568Barcode_707-505_S101_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A5__N568Barcode_707-505_S101_R2_001.fastq.gz"
"1001200625_A6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A6__N568Barcode_707-516_S102_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A6__N568Barcode_707-516_S102_R2_001.fastq.gz"
"1001200625_A7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A7__N568Barcode_707-506_S103_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A7__N568Barcode_707-506_S103_R2_001.fastq.gz"
"1001200625_A8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A8__N568Barcode_707-517_S104_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A8__N568Barcode_707-517_S104_R2_001.fastq.gz"
"1001200625_A9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A9__N568Barcode_707-507_S105_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A9__N568Barcode_707-507_S105_R2_001.fastq.gz"
"1001200625_A10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A10__N568Barcode_707-518_S106_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A10__N568Barcode_707-518_S106_R2_001.fastq.gz"
"1001200625_A11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A11__N568Barcode_707-508_S107_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A11__N568Barcode_707-508_S107_R2_001.fastq.gz"
"1001200625_A12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A12__N568Barcode_707-520_S108_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_A12__N568Barcode_707-520_S108_R2_001.fastq.gz"
"1001200625_B1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B1__N568Barcode_707-510_S109_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B1__N568Barcode_707-510_S109_R2_001.fastq.gz"
"1001200625_B2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B2__N568Barcode_707-521_S110_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B2__N568Barcode_707-521_S110_R2_001.fastq.gz"
"1001200625_B3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B3__N568Barcode_707-511_S111_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B3__N568Barcode_707-511_S111_R2_001.fastq.gz"
"1001200625_B4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B4__N568Barcode_707-522_S112_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B4__N568Barcode_707-522_S112_R2_001.fastq.gz"
"1001200625_B5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B5__N568Barcode_710-502_S113_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B5__N568Barcode_710-502_S113_R2_001.fastq.gz"
"1001200625_B6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B6__N568Barcode_710-513_S114_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B6__N568Barcode_710-513_S114_R2_001.fastq.gz"
"1001200625_B7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B7__N568Barcode_710-503_S115_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B7__N568Barcode_710-503_S115_R2_001.fastq.gz"
"1001200625_B8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B8__N568Barcode_710-515_S116_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B8__N568Barcode_710-515_S116_R2_001.fastq.gz"
"1001200625_B9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B9__N568Barcode_710-505_S117_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B9__N568Barcode_710-505_S117_R2_001.fastq.gz"
"1001200625_B10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B10__N568Barcode_710-516_S118_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B10__N568Barcode_710-516_S118_R2_001.fastq.gz"
"1001200625_B11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B11__N568Barcode_710-506_S119_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B11__N568Barcode_710-506_S119_R2_001.fastq.gz"
"1001200625_B12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B12__N568Barcode_710-517_S120_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_B12__N568Barcode_710-517_S120_R2_001.fastq.gz"
"1001200625_C1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C1__N568Barcode_710-507_S121_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C1__N568Barcode_710-507_S121_R2_001.fastq.gz"
"1001200625_C2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C2__N568Barcode_710-518_S122_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C2__N568Barcode_710-518_S122_R2_001.fastq.gz"
"1001200625_C3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C3__N568Barcode_710-508_S123_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C3__N568Barcode_710-508_S123_R2_001.fastq.gz"
"1001200625_C4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C4__N568Barcode_710-520_S124_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C4__N568Barcode_710-520_S124_R2_001.fastq.gz"
"1001200625_C5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C5__N568Barcode_710-510_S125_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C5__N568Barcode_710-510_S125_R2_001.fastq.gz"
"1001200625_C6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C6__N568Barcode_710-521_S126_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C6__N568Barcode_710-521_S126_R2_001.fastq.gz"
"1001200625_C7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C7__N568Barcode_710-511_S127_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C7__N568Barcode_710-511_S127_R2_001.fastq.gz"
"1001200625_C8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C8__N568Barcode_710-522_S128_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C8__N568Barcode_710-522_S128_R2_001.fastq.gz"
"1001200625_C9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C9__N568Barcode_711-502_S129_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C9__N568Barcode_711-502_S129_R2_001.fastq.gz"
"1001200625_C10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C10__N568Barcode_711-513_S130_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C10__N568Barcode_711-513_S130_R2_001.fastq.gz"
"1001200625_C11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C11__N568Barcode_711-503_S131_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C11__N568Barcode_711-503_S131_R2_001.fastq.gz"
"1001200625_C12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C12__N568Barcode_711-515_S132_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_C12__N568Barcode_711-515_S132_R2_001.fastq.gz"
"1001200625_D1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D1__N568Barcode_711-505_S133_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D1__N568Barcode_711-505_S133_R2_001.fastq.gz"
"1001200625_D2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D2__N568Barcode_711-516_S134_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D2__N568Barcode_711-516_S134_R2_001.fastq.gz"
"1001200625_D3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D3__N568Barcode_711-506_S135_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D3__N568Barcode_711-506_S135_R2_001.fastq.gz"
"1001200625_D4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D4__N568Barcode_711-517_S136_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D4__N568Barcode_711-517_S136_R2_001.fastq.gz"
"1001200625_D5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D5__N568Barcode_711-507_S137_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D5__N568Barcode_711-507_S137_R2_001.fastq.gz"
"1001200625_D6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D6__N568Barcode_711-518_S138_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D6__N568Barcode_711-518_S138_R2_001.fastq.gz"
"1001200625_D7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D7__N568Barcode_711-508_S139_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D7__N568Barcode_711-508_S139_R2_001.fastq.gz"
"1001200625_D8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D8__N568Barcode_711-520_S140_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D8__N568Barcode_711-520_S140_R2_001.fastq.gz"
"1001200625_D9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D9__N568Barcode_711-510_S141_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D9__N568Barcode_711-510_S141_R2_001.fastq.gz"
"1001200625_D10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D10__N568Barcode_711-521_S142_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D10__N568Barcode_711-521_S142_R2_001.fastq.gz"
"1001200625_D11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D11__N568Barcode_711-511_S143_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D11__N568Barcode_711-511_S143_R2_001.fastq.gz"
"1001200625_D12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D12__N568Barcode_711-522_S144_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_D12__N568Barcode_711-522_S144_R2_001.fastq.gz"
"1001200625_E1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_E1__N568Barcode_712-502_S145_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200625_E1__N568Barcode_712-502_S145_R2_001.fastq.gz"
